"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID
6723,12.1,58233,Autauga County,2019,01,001
22360,10.1,59871,Baldwin County,2019,01,003
5909,27.1,35972,Barbour County,2019,01,005
4101,20.3,47918,Bibb County,2019,01,007
9324,16.3,52902,Blount County,2019,01,009
2537,30.0,31906,Bullock County,2019,01,011
4124,21.6,39944,Butler County,2019,01,013
18988,17.2,47747,Calhoun County,2019,01,015
6415,19.6,42015,Chambers County,2019,01,017
4121,15.9,45982,Cherokee County,2019,01,019
7044,16.0,49692,Chilton County,2019,01,021
2811,22.6,39808,Choctaw County,2019,01,023
4281,18.4,43822,Clarke County,2019,01,025
2156,16.6,40562,Clay County,2019,01,027
1945,13.3,51276,Cleburne County,2019,01,029
7734,15.0,57299,Coffee County,2019,01,031
7998,14.6,46683,Colbert County,2019,01,033
2662,22.2,41539,Conecuh County,2019,01,035
1789,17.1,42024,Coosa County,2019,01,037
6269,17.2,44836,Covington County,2019,01,039
2289,16.8,43309,Crenshaw County,2019,01,041
10088,12.2,50897,Cullman County,2019,01,043
8727,18.1,45120,Dale County,2019,01,045
9533,26.0,34034,Dallas County,2019,01,047
12848,18.2,44277,DeKalb County,2019,01,049
8753,11.4,62310,Elmore County,2019,01,051
6980,20.5,42712,Escambia County,2019,01,053
18801,18.8,43047,Etowah County,2019,01,055
2721,17.0,44212,Fayette County,2019,01,057
4989,16.1,44874,Franklin County,2019,01,059
4180,16.1,43089,Geneva County,2019,01,061
2553,31.7,28699,Greene County,2019,01,063
2956,20.5,40745,Hale County,2019,01,065
2919,17.2,48597,Henry County,2019,01,067
20207,19.4,50138,Houston County,2019,01,069
7481,14.7,44322,Jackson County,2019,01,071
104288,16.2,54127,Jefferson County,2019,01,073
2070,15.3,42686,Lamar County,2019,01,075
14193,15.7,48188,Lauderdale County,2019,01,077
5773,17.7,47797,Lawrence County,2019,01,079
24731,15.5,54160,Lee County,2019,01,081
11535,12.0,64729,Limestone County,2019,01,083
2555,26.6,33930,Lowndes County,2019,01,085
4817,29.3,34281,Macon County,2019,01,087
41789,11.5,68609,Madison County,2019,01,089
4601,24.8,38838,Marengo County,2019,01,091
4883,16.9,44675,Marion County,2019,01,093
14989,15.7,48913,Marshall County,2019,01,095
71784,17.7,49492,Mobile County,2019,01,097
4770,23.3,40005,Monroe County,2019,01,099
34268,15.8,52711,Montgomery County,2019,01,101
16146,13.7,54355,Morgan County,2019,01,103
2778,33.9,29572,Perry County,2019,01,105
4380,24.3,40249,Pickens County,2019,01,107
6742,21.8,41271,Pike County,2019,01,109
3906,17.5,42922,Randolph County,2019,01,111
10823,18.9,43670,Russell County,2019,01,113
9780,11.2,65403,St. Clair County,2019,01,115
13428,6.2,77801,Shelby County,2019,01,117
4195,36.4,29209,Sumter County,2019,01,119
13326,17.4,47719,Talladega County,2019,01,121
6341,16.0,47100,Tallapoosa County,2019,01,123
