"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID,Full County ID
7390,13.4,58343,Autauga County,2017,01,001,01001
21199,10.1,56607,Baldwin County,2017,01,003,01003
7414,33.4,32490,Barbour County,2017,01,005,01005
4137,20.2,45795,Bibb County,2017,01,007,01007
7343,12.8,48253,Blount County,2017,01,009,01009
2956,34.4,29113,Bullock County,2017,01,011,01011
4154,21.3,36842,Butler County,2017,01,013,01013
19832,17.7,45937,Calhoun County,2017,01,015,01015
6036,18.2,36883,Chambers County,2017,01,017,01017
4381,17.2,44842,Cherokee County,2017,01,019,01019
7303,16.8,46405,Chilton County,2017,01,021,01021
3031,23.7,36711,Choctaw County,2017,01,023,01023
5541,23.3,36719,Clarke County,2017,01,025,01025
2363,18.1,39642,Clay County,2017,01,027,01027
2365,16.1,45480,Cleburne County,2017,01,029,01029
7954,15.5,51998,Coffee County,2017,01,031,01031
8324,15.4,46100,Colbert County,2017,01,033,01033
2939,23.7,30796,Conecuh County,2017,01,035,01035
1823,17.4,42442,Coosa County,2017,01,037,01037
6447,17.7,39093,Covington County,2017,01,039,01039
2722,19.9,38419,Crenshaw County,2017,01,041,01041
11256,13.8,45925,Cullman County,2017,01,043,01043
8528,17.7,42572,Dale County,2017,01,045,01045
10796,27.9,31329,Dallas County,2017,01,047,01047
13785,19.5,39906,DeKalb County,2017,01,049,01049
9151,12.0,59652,Elmore County,2017,01,051,01051
7971,23.3,37870,Escambia County,2017,01,053,01053
18257,18.1,41791,Etowah County,2017,01,055,01055
3146,19.4,39394,Fayette County,2017,01,057,01057
6394,20.5,41025,Franklin County,2017,01,059,01059
5659,21.7,38561,Geneva County,2017,01,061,01061
2752,33.2,28108,Greene County,2017,01,063,01063
3654,25.1,34905,Hale County,2017,01,065,01065
2882,17.0,48094,Henry County,2017,01,067,01067
17095,16.6,44753,Houston County,2017,01,069,01069
8539,16.6,42658,Jackson County,2017,01,071,01071
107752,16.7,50731,Jefferson County,2017,01,073,01073
2570,18.7,39796,Lamar County,2017,01,075,01075
12395,13.7,46646,Lauderdale County,2017,01,077,01077
5494,16.8,42912,Lawrence County,2017,01,079,01079
27901,17.8,51372,Lee County,2017,01,081,01081
10830,11.9,57342,Limestone County,2017,01,083,01083
2585,25.9,33130,Lowndes County,2017,01,085,01085
5213,30.6,30849,Macon County,2017,01,087,01087
44979,12.8,62750,Madison County,2017,01,089,01089
4356,22.8,37469,Marengo County,2017,01,091,01091
5582,19.3,38049,Marion County,2017,01,093,01093
18873,20.1,42751,Marshall County,2017,01,095,01095
80116,19.7,45615,Mobile County,2017,01,097,01097
5018,23.8,36432,Monroe County,2017,01,099,01099
46315,21.3,45833,Montgomery County,2017,01,101,01101
17301,14.8,49274,Morgan County,2017,01,103,01103
3180,37.2,26703,Perry County,2017,01,105,01105
4093,22.3,38379,Pickens County,2017,01,107,01107
8611,27.7,40680,Pike County,2017,01,109,01109
3771,17.0,41112,Randolph County,2017,01,111,01111
13078,23.2,36186,Russell County,2017,01,113,01113
11644,13.5,52755,St. Clair County,2017,01,115,01115
15585,7.4,74098,Shelby County,2017,01,117,01117
4238,35.9,26495,Sumter County,2017,01,119,01119
14062,18.3,41733,Talladega County,2017,01,121,01121
7311,18.3,44469,Tallapoosa County,2017,01,123,01123
31238,15.9,51644,Tuscaloosa County,2017,01,125,01125
10975,17.4,41925,Walker County,2017,01,127,01127
3303,20.2,44249,Washington County,2017,01,129,01129
3392,32.0,25700,Wilcox County,2017,01,131,01131
4980,21.3,38562,Winston County,2017,01,133,01133
491,14.6,69375,Aleutians East Borough,2017,02,013,02013
451,8.1,80290,Aleutians West Census Area,2017,02,016,02016
27663,9.6,78579,Anchorage Borough,2017,02,020,02020
5077,28.7,45582,Bethel Census Area,2017,02,050,02050
92,10.9,70094,Bristol Bay Borough,2017,02,060,02060
158,8.0,73220,Denali Borough,2017,02,068,02068
1015,20.8,52641,Dillingham Census Area,2017,02,070,02070
7051,7.4,74241,Fairbanks North Star Borough,2017,02,090,02090
288,11.4,53413,Haines Borough,2017,02,100,02100
376,17.6,50573,Hoonah-Angoon Census Area,2017,02,105,02105
2596,8.3,90436,Juneau Borough,2017,02,110,02110
5840,10.2,63559,Kenai Peninsula Borough,2017,02,122,02122
1341,9.9,71298,Ketchikan Gateway Borough,2017,02,130,02130
991,7.5,71118,Kodiak Island Borough,2017,02,150,02150
3050,37.5,31250,Kusilvak Census Area,2017,02,158,02158
253,15.7,47644,Lake and Peninsula Borough,2017,02,164,02164
11768,11.3,72296,Matanuska-Susitna Borough,2017,02,170,02170
2248,23.2,53877,Nome Census Area,2017,02,180,02180
1182,12.2,82736,North Slope Borough,2017,02,185,02185
1974,26.0,53060,Northwest Arctic Borough,2017,02,188,02188
240,7.4,59176,Petersburg Borough,2017,02,195,02195
1183,18.5,46488,Prince of Wales-Hyder Census Area,2017,02,198,02198
694,8.1,69501,Sitka Borough,2017,02,220,02220
50,4.3,66991,Skagway Municipality,2017,02,230,02230
872,12.8,59382,Southeast Fairbanks Census Area,2017,02,240,02240
845,9.2,86196,Valdez-Cordova Census Area,2017,02,261,02261
310,12.4,55696,Wrangell City and Borough,2017,02,275,02275
92,15.3,59955,Yakutat Borough,2017,02,282,02282
1237,23.2,37907,Yukon-Koyukuk Census Area,2017,02,290,02290
23426,33.1,33053,Apache County,2017,04,001,04001
19219,16.1,48966,Cochise County,2017,04,003,04003
23946,18.4,54399,Coconino County,2017,04,005,04005
12661,24.1,38897,Gila County,2017,04,007,04007
7213,20.9,46378,Graham County,2017,04,009,04009
948,10.1,63557,Greenlee County,2017,04,011,04011
4263,20.9,36389,La Paz County,2017,04,012,04012
570402,13.5,62221,Maricopa County,2017,04,013,04013
34891,17.3,42210,Mohave County,2017,04,015,04015
28216,26.4,40883,Navajo County,2017,04,017,04017
165811,16.6,51392,Pima County,2017,04,019,04019
52566,13.0,53114,Pinal County,2017,04,021,04021
10858,23.6,39265,Santa Cruz County,2017,04,023,04023
31166,13.9,49860,Yavapai County,2017,04,025,04025
37751,19.0,46013,Yuma County,2017,04,027,04027
3515,19.9,43752,Arkansas County,2017,05,001,05001
3980,19.8,40495,Ashley County,2017,05,003,05003
5650,13.9,43011,Baxter County,2017,05,005,05005
24110,9.1,64728,Benton County,2017,05,007,05007
5495,14.9,41770,Boone County,2017,05,009,05009
2237,20.9,35950,Bradley County,2017,05,011,05011
772,15.2,42484,Calhoun County,2017,05,013,05013
4523,16.4,38297,Carroll County,2017,05,015,05015
2974,30.1,31810,Chicot County,2017,05,017,05017
4142,21.4,40536,Clark County,2017,05,019,05019
2673,18.1,35164,Clay County,2017,05,021,05021
3852,15.6,43170,Cleburne County,2017,05,023,05023
1167,14.3,47812,Cleveland County,2017,05,025,05025
5512,25.5,38488,Columbia County,2017,05,027,05027
3543,17.2,43519,Conway County,2017,05,029,05029
15354,14.9,49355,Craighead County,2017,05,031,05031
10896,17.5,44850,Crawford County,2017,05,033,05033
10070,21.1,39272,Crittenden County,2017,05,035,05035
3047,18.4,41661,Cross County,2017,05,037,05037
1464,21.0,33739,Dallas County,2017,05,039,05039
3388,29.0,33228,Desha County,2017,05,041,05041
3553,20.3,41339,Drew County,2017,05,043,05043
15941,13.4,51535,Faulkner County,2017,05,045,05045
3165,18.0,41140,Franklin County,2017,05,047,05047
2442,20.6,35723,Fulton County,2017,05,049,05049
15384,15.9,44662,Garland County,2017,05,051,05051
2185,12.2,54819,Grant County,2017,05,053,05053
6559,14.8,46029,Greene County,2017,05,055,05055
5208,24.2,39505,Hempstead County,2017,05,057,05057
5225,16.8,42329,Hot Spring County,2017,05,059,05059
2535,19.1,36744,Howard County,2017,05,061,05061
5799,15.9,42332,Independence County,2017,05,063,05063
2444,19.3,37958,Izard County,2017,05,065,05065
3292,22.2,36235,Jackson County,2017,05,067,05067
14957,23.5,38677,Jefferson County,2017,05,069,05069
4758,18.4,39798,Johnson County,2017,05,071,05071
1622,24.1,33378,Lafayette County,2017,05,073,05073
2682,16.9,40777,Lawrence County,2017,05,075,05075
2760,37.3,28875,Lee County,2017,05,077,05077
2302,23.4,43821,Lincoln County,2017,05,079,05079
2076,17.0,42063,Little River County,2017,05,081,05081
4340,20.5,37676,Logan County,2017,05,083,05083
8011,11.1,54378,Lonoke County,2017,05,085,05085
2755,17.0,40568,Madison County,2017,05,087,05087
2965,18.3,39539,Marion County,2017,05,089,05089
8005,18.8,44325,Miller County,2017,05,091,05091
10018,24.3,39678,Mississippi County,2017,05,093,05093
1906,27.3,32427,Monroe County,2017,05,095,05095
1856,21.1,35500,Montgomery County,2017,05,097,05097
1594,19.5,46687,Nevada County,2017,05,099,05099
1534,19.8,34036,Newton County,2017,05,101,05101
4665,19.9,39576,Ouachita County,2017,05,103,05103
1549,15.1,44118,Perry County,2017,05,105,05105
7288,39.8,27663,Phillips County,2017,05,107,05107
1940,18.5,37493,Pike County,2017,05,109,05109
5000,21.0,39778,Poinsett County,2017,05,111,05111
4645,23.3,35678,Polk County,2017,05,113,05113
10036,16.7,45803,Pope County,2017,05,115,05115
1306,16.1,43139,Prairie County,2017,05,117,05117
57780,15.0,52361,Pulaski County,2017,05,119,05119
3331,19.4,35989,Randolph County,2017,05,121,05121
7357,33.7,31561,St. Francis County,2017,05,123,05123
9335,7.9,61384,Saline County,2017,05,125,05125
2123,20.6,33354,Scott County,2017,05,127,05127
1695,21.6,30640,Searcy County,2017,05,129,05129
23469,18.6,44058,Sebastian County,2017,05,131,05131
3286,19.5,41649,Sevier County,2017,05,133,05133
4098,23.9,34266,Sharp County,2017,05,135,05135
2617,21.2,32778,Stone County,2017,05,137,05137
6801,17.5,43827,Union County,2017,05,139,05139
3214,19.8,36244,Van Buren County,2017,05,141,05141
30938,13.8,50400,Washington County,2017,05,143,05143
11477,15.2,44088,White County,2017,05,145,05145
1726,26.8,32271,Woodruff County,2017,05,147,05147
3969,18.8,40325,Yell County,2017,05,149,05149
152087,9.3,95550,Alameda County,2017,06,001,06001
202,18.1,55755,Alpine County,2017,06,003,06003
3762,10.9,60588,Amador County,2017,06,005,06005
40728,18.1,48634,Butte County,2017,06,007,06007
5904,13.1,58536,Calaveras County,2017,06,009,06009
2633,12.2,53595,Colusa County,2017,06,011,06011
103883,9.1,95062,Contra Costa County,2017,06,013,06013
6113,24.6,39996,Del Norte County,2017,06,015,06015
15620,8.3,78464,El Dorado County,2017,06,017,06017
205046,21.1,51452,Fresno County,2017,06,019,06019
4111,14.8,49979,Glenn County,2017,06,021,06021
26262,19.7,46123,Humboldt County,2017,06,023,06023
35830,20.7,43413,Imperial County,2017,06,025,06025
2087,11.8,53528,Inyo County,2017,06,027,06027
182948,21.2,49904,Kern County,2017,06,029,06029
24810,18.4,55076,Kings County,2017,06,031,06031
12817,20.2,45797,Lake County,2017,06,033,06033
3790,16.3,58776,Lassen County,2017,06,035,06035
1490853,14.9,64912,Los Angeles County,2017,06,037,06037
31569,21.2,50783,Madera County,2017,06,039,06039
20222,7.9,112735,Marin County,2017,06,041,06041
2641,15.2,52387,Mariposa County,2017,06,043,06043
14156,16.3,50453,Mendocino County,2017,06,045,06045
61297,23.0,48036,Merced County,2017,06,047,06047
1658,19.2,40970,Modoc County,2017,06,049,06049
1313,9.3,60318,Mono County,2017,06,051,06051
49860,11.9,70294,Monterey County,2017,06,053,06053
9301,6.8,83881,Napa County,2017,06,055,06055
10889,11.0,64901,Nevada County,2017,06,057,06057
362109,11.5,86031,Orange County,2017,06,059,06059
29873,7.8,81366,Placer County,2017,06,061,06061
2640,14.3,51756,Plumas County,2017,06,063,06063
309235,12.9,63776,Riverside County,2017,06,065,06065
213232,14.1,62959,Sacramento County,2017,06,067,06067
5029,8.4,77200,San Benito County,2017,06,069,06069
339748,16.0,60270,San Bernardino County,2017,06,071,06071
385479,11.9,76048,San Diego County,2017,06,073,06073
87314,10.1,109601,San Francisco County,2017,06,075,06075
113375,15.5,60950,San Joaquin County,2017,06,077,06077
31826,11.9,70634,San Luis Obispo County,2017,06,079,06079
48795,6.4,115908,San Mateo County,2017,06,081,06081
60921,14.2,70651,Santa Barbara County,2017,06,083,06083
142603,7.5,118468,Santa Clara County,2017,06,085,06085
33262,12.6,76633,Santa Cruz County,2017,06,087,06087
30155,17.0,51207,Shasta County,2017,06,089,06089
404,13.7,49495,Sierra County,2017,06,091,06091
7679,17.7,44013,Siskiyou County,2017,06,093,06093
43352,10.0,75931,Solano County,2017,06,095,06095
46165,9.3,79511,Sonoma County,2017,06,097,06097
75614,14.0,58925,Stanislaus County,2017,06,099,06099
12628,13.2,54102,Sutter County,2017,06,101,06101
12718,20.1,41819,Tehama County,2017,06,103,06103
2529,20.3,40676,Trinity County,2017,06,105,06105
110299,24.0,46377,Tulare County,2017,06,107,06107
6205,12.2,58776,Tuolumne County,2017,06,109,06109
80217,9.5,82436,Ventura County,2017,06,111,06111
36761,17.5,64900,Yolo County,2017,06,113,06113
11609,15.3,53822,Yuba County,2017,06,115,06115
52536,10.6,65977,Adams County,2017,08,001,08001
3251,21.3,43121,Alamosa County,2017,08,003,08003
49795,7.8,75196,Arapahoe County,2017,08,005,08005
1549,11.7,52481,Archuleta County,2017,08,007,08007
684,19.7,35725,Baca County,2017,08,009,08009
1285,32.0,37307,Bent County,2017,08,011,08011
39084,12.6,80701,Boulder County,2017,08,013,08013
3092,4.6,91968,Broomfield County,2017,08,014,08014
2073,11.4,53545,Chaffee County,2017,08,015,08015
244,13.6,50571,Cheyenne County,2017,08,017,08017
735,7.8,71850,Clear Creek County,2017,08,019,08019
1727,21.2,36852,Conejos County,2017,08,021,08021
1028,27.3,30486,Costilla County,2017,08,023,08023
1400,47.4,38112,Crowley County,2017,08,025,08025
621,13.2,54080,Custer County,2017,08,027,08027
4982,16.7,43528,Delta County,2017,08,029,08029
86353,12.5,64974,Denver County,2017,08,031,08031
263,12.8,44882,Dolores County,2017,08,033,08033
10574,3.2,112386,Douglas County,2017,08,035,08035
