"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID,Full County ID
2511,17.0,30373,Lamar County,2005,01,075,01075
15862,18.5,33448,Lauderdale County,2005,01,077,01077
5477,16.0,37871,Lawrence County,2005,01,079,01079
24339,20.6,35320,Lee County,2005,01,081,01081
8764,13.0,40745,Limestone County,2005,01,083,01083
3838,29.5,25590,Lowndes County,2005,01,085,01085
6493,32.0,23500,Macon County,2005,01,087,01087
29958,10.3,50522,Madison County,2005,01,089,01089
5456,25.2,29635,Marengo County,2005,01,091,01091
5357,18.4,29800,Marion County,2005,01,093,01093
15797,18.7,34668,Marshall County,2005,01,095,01095
78423,20.0,36143,Mobile County,2005,01,097,01097
5232,22.3,30964,Monroe County,2005,01,099,01099
36323,17.4,39749,Montgomery County,2005,01,101,01101
15593,14.0,41339,Morgan County,2005,01,103,01103
3750,34.9,22109,Perry County,2005,01,105,01105
4649,23.3,28578,Pickens County,2005,01,107,01107
8194,28.6,27581,Pike County,2005,01,109,01109
4228,19.2,32974,Randolph County,2005,01,111,01111
9680,20.0,30155,Russell County,2005,01,113,01113
9242,13.2,45416,St. Clair County,2005,01,115,01115
10653,6.3,61563,Shelby County,2005,01,117,01117
4963,36.6,21252,Sumter County,2005,01,119,01119
14835,19.3,33986,Talladega County,2005,01,121,01121
7185,18.2,32672,Tallapoosa County,2005,01,123,01123
32787,20.4,34459,Tuscaloosa County,2005,01,125,01125
10714,15.6,33666,Walker County,2005,01,127,01127
3565,20.2,33001,Washington County,2005,01,129,01129
4819,37.8,19407,Wilcox County,2005,01,131,01131
5269,21.8,29320,Winston County,2005,01,133,01133
225,16.8,47177,Aleutians East Borough,2005,02,013,02013
273,9.2,60138,Aleutians West Census Area,2005,02,016,02016
24292,9.2,61018,Anchorage Borough,2005,02,020,02020
3340,20.0,45504,Bethel Census Area,2005,02,050,02050
101,9.1,58017,Bristol Bay Borough,2005,02,060,02060
120,6.6,58019,Denali Borough,2005,02,068,02068
1100,22.7,43991,Dillingham Census Area,2005,02,070,02070
7368,8.9,55408,Fairbanks North Star Borough,2005,02,090,02090
270,11.9,41981,Haines Borough,2005,02,100,02100
2201,7.3,67614,Juneau Borough,2005,02,110,02110
5657,11.2,48373,Kenai Peninsula Borough,2005,02,122,02122
1199,9.3,53152,Ketchikan Gateway Borough,2005,02,130,02130
1095,8.6,54933,Kodiak Island Borough,2005,02,150,02150
320,20.6,34806,Lake and Peninsula Borough,2005,02,164,02164
8414,11.3,57134,Matanuska-Susitna Borough,2005,02,170,02170
1952,21.7,42623,Nome Census Area,2005,02,180,02180
867,12.7,62760,North Slope Borough,2005,02,185,02185
1496,20.6,48280,Northwest Arctic Borough,2005,02,188,02188
863,15.6,39247,Prince of Wales-Outer Ketchikan Census Area,2005,02,201,02201
710,8.2,54499,Sitka Borough,2005,02,220,02220
399,12.9,42591,Skagway-Hoonah-Angoon Census Area,2005,02,232,02232
976,15.5,46292,Southeast Fairbanks Census Area,2005,02,240,02240
1035,10.6,52864,Valdez-Cordova Census Area,2005,02,261,02261
2541,34.0,29213,Wade Hampton Census Area,2005,02,270,02270
613,9.9,48183,Wrangell-Petersburg Census Area,2005,02,280,02280
90,15.2,46505,Yakutat Borough,2005,02,282,02282
1578,26.1,30907,Yukon-Koyukuk Census Area,2005,02,290,02290
28285,41.7,26308,Apache County,2005,04,001,04001
20205,16.9,36296,Cochise County,2005,04,003,04003
21717,18.0,41446,Coconino County,2005,04,005,04005
10025,19.9,33862,Gila County,2005,04,007,04007
7036,23.7,33558,Graham County,2005,04,009,04009
958,12.8,43338,Greenlee County,2005,04,011,04011
4298,21.6,29015,La Paz County,2005,04,012,04012
450439,12.6,48752,Maricopa County,2005,04,013,04013
28781,15.6,35320,Mohave County,2005,04,015,04015
30443,28.8,31532,Navajo County,2005,04,017,04017
134104,14.9,41484,Pima County,2005,04,019,04019
33568,15.7,41177,Pinal County,2005,04,021,04021
8485,20.4,33491,Santa Cruz County,2005,04,023,04023
24888,12.8,40382,Yavapai County,2005,04,025,04025
33509,19.1,35739,Yuma County,2005,04,027,04027
3448,17.6,34821,Arkansas County,2005,05,001,05001
4791,21.0,32800,Ashley County,2005,05,003,05003
5643,14.3,31278,Baxter County,2005,05,005,05005
16681,9.1,48162,Benton County,2005,05,007,05007
5572,15.9,33563,Boone County,2005,05,009,05009
2935,25.8,27543,Bradley County,2005,05,011,05011
979,18.0,31783,Calhoun County,2005,05,013,05013
4313,16.2,30789,Carroll County,2005,05,015,05015
4436,36.2,23546,Chicot County,2005,05,017,05017
4384,21.1,31437,Clark County,2005,05,019,05019
3250,19.9,28039,Clay County,2005,05,021,05021
3668,14.7,34240,Cleburne County,2005,05,023,05023
1362,15.5,36535,Cleveland County,2005,05,025,05025
5012,21.4,30337,Columbia County,2005,05,027,05027
3736,18.4,33890,Conway County,2005,05,029,05029
14488,17.3,34109,Craighead County,2005,05,031,05031
9861,17.3,35191,Crawford County,2005,05,033,05033
13392,26.3,31414,Crittenden County,2005,05,035,05035
3682,19.5,31737,Cross County,2005,05,037,05037
1721,21.5,28631,Dallas County,2005,05,039,05039
4419,31.2,25681,Desha County,2005,05,041,05041
3624,20.3,31165,Drew County,2005,05,043,05043
12054,13.2,42738,Faulkner County,2005,05,045,05045
2943,16.7,32978,Franklin County,2005,05,047,05047
2071,17.6,28449,Fulton County,2005,05,049,05049
15163,16.6,32722,Garland County,2005,05,051,05051
1925,11.3,41215,Grant County,2005,05,053,05053
7052,18.2,34549,Greene County,2005,05,055,05055
4927,21.5,30391,Hempstead County,2005,05,057,05057
5165,16.9,34210,Hot Spring County,2005,05,059,05059
2484,17.6,30281,Howard County,2005,05,061,05061
5558,16.5,32671,Independence County,2005,05,063,05063
2328,18.5,27339,Izard County,2005,05,065,05065
3916,25.4,27454,Jackson County,2005,05,067,05067
16079,21.2,32105,Jefferson County,2005,05,069,05069
4336,18.7,30545,Johnson County,2005,05,071,05071
2025,25.7,26321,Lafayette County,2005,05,073,05073
3676,22.3,29534,Lawrence County,2005,05,075,05075
3851,39.4,22454,Lee County,2005,05,077,05077
2790,26.6,32186,Lincoln County,2005,05,079,05079
2206,17.0,33333,Little River County,2005,05,081,05081
4440,19.9,31588,Logan County,2005,05,083,05083
6884,11.5,45012,Lonoke County,2005,05,085,05085
2556,17.3,33660,Madison County,2005,05,087,05087
3309,20.1,28531,Marion County,2005,05,089,05089
8530,20.4,32408,Miller County,2005,05,091,05091
11230,24.0,29822,Mississippi County,2005,05,093,05093
2510,27.5,27334,Monroe County,2005,05,095,05095
1691,18.5,31822,Montgomery County,2005,05,097,05097
2203,23.9,28594,Nevada County,2005,05,099,05099
1927,23.0,27290,Newton County,2005,05,101,05101
5248,19.7,31401,Ouachita County,2005,05,103,05103
1586,15.5,38604,Perry County,2005,05,105,05105
7984,33.7,24141,Phillips County,2005,05,107,05107
1882,17.4,31701,Pike County,2005,05,109,05109
5983,24.1,29121,Poinsett County,2005,05,111,05111
4030,20.3,28333,Polk County,2005,05,113,05113
8932,16.6,33089,Pope County,2005,05,115,05115
1660,18.6,32712,Prairie County,2005,05,117,05117
51656,14.5,40629,Pulaski County,2005,05,119,05119
3213,17.8,30439,Randolph County,2005,05,121,05121
7531,30.0,27732,St. Francis County,2005,05,123,05123
8253,9.3,48487,Saline County,2005,05,125,05125
2401,21.9,27641,Scott County,2005,05,127,05127
1722,21.8,23734,Searcy County,2005,05,129,05129
18558,16.0,35765,Sebastian County,2005,05,131,05131
3178,19.6,33200,Sevier County,2005,05,133,05133
3698,21.6,25875,Sharp County,2005,05,135,05135
2624,22.7,25105,Stone County,2005,05,137,05137
8078,18.8,33146,Union County,2005,05,139,05139
2910,18.0,28004,Van Buren County,2005,05,141,05141
26212,15.2,39788,Washington County,2005,05,143,05143
11224,16.6,36407,White County,2005,05,145,05145
2377,30.0,26789,Woodruff County,2005,05,147,05147
3593,17.2,31580,Yell County,2005,05,149,05149
166481,11.8,60937,Alameda County,2005,06,001,06001
191,16.6,45283,Alpine County,2005,06,003,06003
3377,10.0,52078,Amador County,2005,06,005,06005
39786,19.2,36303,Butte County,2005,06,007,06007
4846,10.5,47639,Calaveras County,2005,06,009,06009
2928,14.2,39186,Colusa County,2005,06,011,06011
81009,8.1,69463,Contra Costa County,2005,06,013,06013
5547,22.5,32724,Del Norte County,2005,06,015,06015
12888,7.4,62199,El Dorado County,2005,06,017,06017
177490,20.8,41390,Fresno County,2005,06,019,06019
4763,17.5,35707,Glenn County,2005,06,021,06021
20367,16.5,33923,Humboldt County,2005,06,023,06023
30650,21.3,35085,Imperial County,2005,06,025,06025
2089,11.6,39911,Inyo County,2005,06,027,06027
149772,20.8,40146,Kern County,2005,06,029,06029
24912,20.6,40433,Kings County,2005,06,031,06031
11650,18.3,34874,Lake County,2005,06,033,06033
4280,16.9,41423,Lassen County,2005,06,035,06035
1574523,16.2,48166,Los Angeles County,2005,06,037,06037
24389,18.3,44655,Madera County,2005,06,039,06039
15315,6.5,78009,Marin County,2005,06,041,06041
2116,12.7,39891,Mariposa County,2005,06,043,06043
14524,17.0,40149,Mendocino County,2005,06,045,06045
43837,18.6,40039,Merced County,2005,06,047,06047
1853,20.4,29506,Modoc County,2005,06,049,06049
1133,9.3,49703,Mono County,2005,06,051,06051
54467,14.1,55723,Monterey County,2005,06,053,06053
9523,7.5,62836,Napa County,2005,06,055,06055
7310,7.5,51582,Nevada County,2005,06,057,06057
261504,8.9,65823,Orange County,2005,06,059,06059
17531,5.6,62777,Placer County,2005,06,061,06061
2452,11.6,40982,Plumas County,2005,06,063,06063
219375,11.5,52029,Riverside County,2005,06,065,06065
181110,13.6,51713,Sacramento County,2005,06,067,06067
5550,10.1,62215,San Benito County,2005,06,069,06069
285275,15.0,48761,San Bernardino County,2005,06,071,06071
310376,11.0,56224,San Diego County,2005,06,073,06073
87324,12.2,57476,San Francisco County,2005,06,075,06075
94537,14.7,48828,San Joaquin County,2005,06,077,06077
32138,13.5,49313,San Luis Obispo County,2005,06,079,06079
47351,6.9,74286,San Mateo County,2005,06,081,06081
48494,12.7,54721,Santa Barbara County,2005,06,083,06083
139059,8.4,76686,Santa Clara County,2005,06,085,06085
28303,11.8,57506,Santa Cruz County,2005,06,087,06087
24200,13.8,41254,Shasta County,2005,06,089,06089
363,10.7,39380,Sierra County,2005,06,091,06091
7771,17.5,35039,Siskiyou County,2005,06,093,06093
36193,9.2,61784,Solano County,2005,06,095,06095
40094,8.9,58110,Sonoma County,2005,06,097,06097
71595,14.5,46769,Stanislaus County,2005,06,099,06099
10371,11.9,44914,Sutter County,2005,06,101,06101
10643,17.8,33903,Tehama County,2005,06,103,06103
2139,16.0,31434,Trinity County,2005,06,105,06105
93398,23.2,38179,Tulare County,2005,06,107,06107
6334,12.2,42381,Tuolumne County,2005,06,109,06109
75641,9.7,66531,Ventura County,2005,06,111,06111
26728,15.2,49378,Yolo County,2005,06,113,06113
11196,17.1,35786,Yuba County,2005,06,115,06115
45316,11.5,50798,Adams County,2005,08,001,08001
3162,22.2,32642,Alamosa County,2005,08,003,08003
47086,9.0,55159,Arapahoe County,2005,08,005,08005
1365,11.6,41860,Archuleta County,2005,08,007,08007
737,18.5,28804,Baca County,2005,08,009,08009
1087,22.9,30166,Bent County,2005,08,011,08011
30507,11.2,58334,Boulder County,2005,08,013,08013
2145,4.9,67067,Broomfield County,2005,08,014,08014
1987,12.8,40120,Chaffee County,2005,08,015,08015
250,13.0,39252,Cheyenne County,2005,08,017,08017
629,6.9,61937,Clear Creek County,2005,08,019,08019
1951,23.1,28010,Conejos County,2005,08,021,08021
947,27.8,21920,Costilla County,2005,08,023,08023
1063,31.3,27107,Crowley County,2005,08,025,08025
489,12.8,40946,Custer County,2005,08,027,08027
4044,14.0,35358,Delta County,2005,08,029,08029
84627,15.6,42576,Denver County,2005,08,031,08031
247,13.5,35384,Dolores County,2005,08,033,08033
7259,2.9,90143,Douglas County,2005,08,035,08035
3104,6.6,63848,Eagle County,2005,08,037,08037
1188,5.2,69074,Elbert County,2005,08,039,08039
58730,10.7,50878,El Paso County,2005,08,041,08041
5845,15.2,36403,Fremont County,2005,08,043,08043
3840,7.9,52189,Garfield County,2005,08,045,08045
268,5.5,56911,Gilpin County,2005,08,047,08047
1021,8.0,51043,Grand County,2005,08,049,08049
1804,13.6,40436,Gunnison County,2005,08,051,08051
66,8.7,42012,Hinsdale County,2005,08,053,08053
1558,22.8,28334,Huerfano County,2005,08,055,08055
198,13.8,34281,Jackson County,2005,08,057,08057
37415,7.2,60996,Jefferson County,2005,08,059,08059
180,12.9,31289,Kiowa County,2005,08,061,08061
1055,14.9,35157,Kit Carson County,2005,08,063,08063
1130,14.8,38960,Lake County,2005,08,065,08065
5071,11.1,46881,La Plata County,2005,08,067,08067
30264,11.5,49188,Larimer County,2005,08,069,08069
2618,17.4,32246,Las Animas County,2005,08,071,08071
822,18.0,34960,Lincoln County,2005,08,073,08073
2617,14.0,36134,Logan County,2005,08,075,08075
15810,12.5,39750,Mesa County,2005,08,077,08077
94,10.1,40134,Mineral County,2005,08,079,08079
1340,10.3,46983,Moffat County,2005,08,081,08081
4164,17.2,35329,Montezuma County,2005,08,083,08083
4838,13.1,38911,Montrose County,2005,08,085,08085
3599,13.1,35805,Morgan County,2005,08,087,08087
3849,20.4,32866,Otero County,2005,08,089,08089
320,7.6,48855,Ouray County,2005,08,091,08091
1262,7.5,55589,Park County,2005,08,093,08093
501,11.2,34664,Phillips County,2005,08,095,08095
719,4.9,57615,Pitkin County,2005,08,097,08097
3058,22.5,31042,Prowers County,2005,08,099,08099
26660,18.2,37129,Pueblo County,2005,08,101,08101
551,9.6,44709,Rio Blanco County,2005,08,103,08103
2093,17.5,34215,Rio Grande County,2005,08,105,08105
1306,6.2,58482,Routt County,2005,08,107,08107
2028,29.1,26081,Saguache County,2005,08,109,08109
95,16.7,33462,San Juan County,2005,08,111,08111
674,9.4,50324,San Miguel County,2005,08,113,08113
315,12.7,29871,Sedgwick County,2005,08,115,08115
1513,6.3,56275,Summit County,2005,08,117,08117
1472,6.8,56557,Teller County,2005,08,119,08119
554,12.1,39779,Washington County,2005,08,121,08121
25958,11.6,48338,Weld County,2005,08,123,08123
1296,13.5,37089,Yuma County,2005,08,125,08125
64208,7.3,71493,Fairfield County,2005,09,001,09001
79065,9.3,57722,Hartford County,2005,09,003,09003
8647,4.6,63869,Litchfield County,2005,09,005,09005
8323,5.3,69856,Middlesex County,2005,09,007,09007
88557,10.9,53577,New Haven County,2005,09,009,09009
16012,6.3,58674,New London County,2005,09,011,09011
7583,5.7,72167,Tolland County,2005,09,013,09013
9983,9.0,48630,Windham County,2005,09,015,09015
15405,11.0,47335,Kent County,2005,10,001,10001
49631,9.9,59054,New Castle County,2005,10,003,10003
19255,11.2,44632,Sussex County,2005,10,005,10005
93799,18.3,48078,District of Columbia,2005,11,001,11001
45649,21.8,35474,Alachua County,2005,12,001,12001
3204,14.5,43011,Baker County,2005,12,003,12003
21549,13.7,40540,Bay County,2005,12,005,12005
3678,15.9,36699,Bradford County,2005,12,007,12007
52674,10.1,43403,Brevard County,2005,12,009,12009
196254,11.2,46618,Broward County,2005,12,011,12011
2442,21.2,28450,Calhoun County,2005,12,013,12013
14831,9.6,39159,Charlotte County,2005,12,015,12015
17542,13.3,34171,Citrus County,2005,12,017,12017
13660,8.1,54277,Clay County,2005,12,019,12019
28896,9.6,52301,Collier County,2005,12,021,12021
11447,19.0,33383,Columbia County,2005,12,023,12023
6848,21.4,34879,DeSoto County,2005,12,027,12027
3164,24.0,28251,Dixie County,2005,12,029,12029
97784,12.1,44694,Duval County,2005,12,031,12031
43483,15.9,39830,Escambia County,2005,12,033,12033
7257,9.6,45355,Flagler County,2005,12,035,12035
1756,18.3,30960,Franklin County,2005,12,037,12037
7605,17.7,33246,Gadsden County,2005,12,039,12039
2063,13.7,35286,Gilchrist County,2005,12,041,12041
1553,15.2,34415,Glades County,2005,12,043,12043
2147,17.6,34823,Gulf County,2005,12,045,12045
2899,26.6,28301,Hamilton County,2005,12,047,12047
6341,24.6,31989,Hardee County,2005,12,049,12049
8164,22.2,36211,Hendry County,2005,12,051,12051
18410,11.8,37672,Hernando County,2005,12,053,12053
15519,16.6,31104,Highlands County,2005,12,055,12055
143735,13.0,45084,Hillsborough County,2005,12,057,12057
3815,21.9,30778,Holmes County,2005,12,059,12059
14712,11.7,44450,Indian River County,2005,12,061,12061
7045,16.9,32723,Jackson County,2005,12,063,12063
2329,18.7,35349,Jefferson County,2005,12,065,12065
1433,23.6,31038,Lafayette County,2005,12,067,12067
30960,11.4,40059,Lake County,2005,12,069,12069
51185,9.5,46000,Lee County,2005,12,071,12071
40089,17.2,42667,Leon County,2005,12,073,12073
7215,19.4,29917,Levy County,2005,12,075,12075
1302,21.6,31896,Liberty County,2005,12,077,12077
4087,23.8,30029,Madison County,2005,12,079,12079
30914,10.3,44165,Manatee County,2005,12,081,12081
39954,13.6,35974,Marion County,2005,12,083,12083
13337,9.8,46133,Martin County,2005,12,085,12085
414814,17.9,37142,Miami-Dade County,2005,12,086,12086
7908,10.6,47268,Monroe County,2005,12,087,12087
5858,9.2,51007,Nassau County,2005,12,089,12089
17248,9.8,49384,Okaloosa County,2005,12,091,12091
6725,18.1,33029,Okeechobee County,2005,12,093,12093
126825,12.7,44183,Orange County,2005,12,095,12095
31732,13.9,40978,Osceola County,2005,12,097,12097
136998,11.0,48086,Palm Beach County,2005,12,099,12099
47601,11.3,39327,Pasco County,2005,12,101,12101
101259,11.2,40669,Pinellas County,2005,12,103,12103
73142,13.9,39114,Polk County,2005,12,105,12105
15013,20.9,30958,Putnam County,2005,12,107,12107
11880,7.5,57277,St. Johns County,2005,12,109,12109
29134,12.3,42048,St. Lucie County,2005,12,111,12111
12586,9.0,47005,Santa Rosa County,2005,12,113,12113
32621,9.1,44789,Sarasota County,2005,12,115,12115
32700,8.2,52390,Seminole County,2005,12,117,12117
7907,14.4,36194,Sumter County,2005,12,119,12119
6598,17.5,33114,Suwannee County,2005,12,121,12121
3329,18.4,32680,Taylor County,2005,12,123,12123
1962,20.3,35592,Union County,2005,12,125,12125
54854,11.6,38457,Volusia County,2005,12,127,12127
3103,11.8,41863,Wakulla County,2005,12,129,12129
6245,13.0,38799,Walton County,2005,12,131,12131
3855,18.8,31104,Washington County,2005,12,133,12133
3613,20.6,32152,Appling County,2005,13,001,13001
2020,25.4,27657,Atkinson County,2005,13,003,13003
2193,21.8,29342,Bacon County,2005,13,005,13005
1062,25.8,29610,Baker County,2005,13,007,13007
7258,19.7,36414,Baldwin County,2005,13,009,13009
2120,13.3,41783,Banks County,2005,13,011,13011
6313,10.7,49829,Barrow County,2005,13,013,13013
11726,13.3,47309,Bartow County,2005,13,015,13015
4150,24.6,28009,Ben Hill County,2005,13,017,13017
2911,17.7,33786,Berrien County,2005,13,019,13019
34949,23.5,34872,Bibb County,2005,13,021,13021
1901,16.8,36643,Bleckley County,2005,13,023,13023
2307,15.0,34189,Brantley County,2005,13,025,13025
3643,23.0,28244,Brooks County,2005,13,027,13027
2960,10.5,57758,Bryan County,2005,13,029,13029
13987,24.5,31519,Bulloch County,2005,13,031,13031
6602,28.8,29434,Burke County,2005,13,033,13033
2645,12.7,42829,Butts County,2005,13,035,13035
1453,31.4,26022,Calhoun County,2005,13,037,13037
4830,10.8,45987,Camden County,2005,13,039,13039
2292,23.3,28232,Candler County,2005,13,043,13043
14820,14.6,43183,Carroll County,2005,13,045,13045
6825,11.4,45840,Catoosa County,2005,13,047,13047
2298,24.4,28430,Charlton County,2005,13,049,13049
36001,15.8,42091,Chatham County,2005,13,051,13051
1907,19.5,38835,Chattahoochee County,2005,13,053,13053
4580,18.5,33065,Chattooga County,2005,13,055,13055
11008,6.0,64226,Cherokee County,2005,13,057,13057
27551,29.0,30627,Clarke County,2005,13,059,13059
1045,33.0,23456,Clay County,2005,13,061,13061
36769,14.0,41877,Clayton County,2005,13,063,13063
1771,26.7,27912,Clinch County,2005,13,065,13065
56577,8.7,61771,Cobb County,2005,13,067,13067
8707,23.2,31289,Coffee County,2005,13,069,13069
9926,23.4,29259,Colquitt County,2005,13,071,13071
7092,6.9,64514,Columbia County,2005,13,073,13073
3227,20.1,30227,Cook County,2005,13,075,13075
9475,8.7,55936,Coweta County,2005,13,077,13077
2083,16.4,39750,Crawford County,2005,13,079,13079
6296,29.4,28069,Crisp County,2005,13,081,13081
1915,12.6,38428,Dade County,2005,13,083,13083
1867,9.6,47925,Dawson County,2005,13,085,13085
6262,22.6,29805,Decatur County,2005,13,087,13087
105196,15.9,47757,DeKalb County,2005,13,089,13089
4052,23.2,29741,Dodge County,2005,13,091,13091
2321,22.5,29562,Dooly County,2005,13,093,13093
20654,22.9,35373,Dougherty County,2005,13,095,13095
10802,9.7,53034,Douglas County,2005,13,097,13097
3310,28.1,29114,Early County,2005,13,099,13099
1086,25.7,30853,Echols County,2005,13,101,13101
4443,9.6,52520,Effingham County,2005,13,103,13103
4064,19.8,32287,Elbert County,2005,13,105,13105
6051,28.3,26639,Emanuel County,2005,13,107,13107
2626,24.4,28201,Evans County,2005,13,109,13109
2971,13.7,35057,Fannin County,2005,13,111,13111
4479,4.3,77525,Fayette County,2005,13,113,13113
17296,19.3,38105,Floyd County,2005,13,115,13115
7285,5.2,81603,Forsyth County,2005,13,117,13117
3099,14.8,34307,Franklin County,2005,13,119,13119
139906,15.9,51882,Fulton County,2005,13,121,13121
3724,13.8,37302,Gilmer County,2005,13,123,13123
402,15.5,33055,Glascock County,2005,13,125,13125
11244,16.0,41109,Glynn County,2005,13,127,13127
6431,13.0,38718,Gordon County,2005,13,129,13129
5119,21.2,30608,Grady County,2005,13,131,13131
3230,20.9,36104,Greene County,2005,13,133,13133
53915,7.5,61446,Gwinnett County,2005,13,135,13135
4345,11.5,37313,Habersham County,2005,13,137,13137
17516,10.8,48359,Hall County,2005,13,139,13139
2322,27.9,25802,Hancock County,2005,13,141,13141
4548,16.3,36254,Haralson County,2005,13,143,13143
2596,9.5,53482,Harris County,2005,13,145,13145
3789,16.3,35457,Hart County,2005,13,147,13147
1784,15.9,36243,Heard County,2005,13,149,13149
10487,6.3,60342,Henry County,2005,13,151,13151
15279,12.4,48922,Houston County,2005,13,153,13153
1907,20.1,30517,Irwin County,2005,13,155,13155
6489,12.7,44174,Jackson County,2005,13,157,13157
1968,15.1,42156,Jasper County,2005,13,159,13159
2578,19.9,29341,Jeff Davis County,2005,13,161,13161
4511,27.5,28203,Jefferson County,2005,13,163,13163
2380,27.7,25951,Jenkins County,2005,13,165,13165
2135,27.0,26671,Johnson County,2005,13,167,13167
3031,11.5,45727,Jones County,2005,13,169,13169
2473,15.7,38475,Lamar County,2005,13,171,13171
1447,19.8,31091,Lanier County,2005,13,173,13173
8426,18.6,36024,Laurens County,2005,13,175,13175
2682,8.9,57653,Lee County,2005,13,177,13177
9741,18.5,38374,Liberty County,2005,13,179,13179
1436,17.6,30799,Lincoln County,2005,13,181,13181
2362,21.4,33426,Long County,2005,13,183,13183
16107,18.0,37525,Lowndes County,2005,13,185,13185
3311,14.6,41204,Lumpkin County,2005,13,187,13187
4432,20.8,33987,McDuffie County,2005,13,189,13189
2196,20.2,33372,McIntosh County,2005,13,191,13191
3785,29.6,25140,Macon County,2005,13,193,13193
3859,14.3,38248,Madison County,2005,13,195,13195
1744,24.4,31545,Marion County,2005,13,197,13197
4825,21.6,31780,Meriwether County,2005,13,199,13199
1363,22.5,29093,Miller County,2005,13,201,13201
5816,26.6,27279,Mitchell County,2005,13,205,13205
2626,11.4,49102,Monroe County,2005,13,207,13207
1803,22.4,31368,Montgomery County,2005,13,209,13209
2239,13.0,42954,Morgan County,2005,13,211,13211
5984,14.8,37792,Murray County,2005,13,213,13213
34345,19.6,34954,Muscogee County,2005,13,215,13215
9685,11.4,49349,Newton County,2005,13,217,13217
1988,6.8,62966,Oconee County,2005,13,219,13219
1966,14.6,40383,Oglethorpe County,2005,13,221,13221
7182,6.5,56989,Paulding County,2005,13,223,13223
5044,21.4,36795,Peach County,2005,13,225,13225
2932,10.4,47697,Pickens County,2005,13,227,13227
3448,20.4,32218,Pierce County,2005,13,229,13229
1670,10.6,47796,Pike County,2005,13,231,13231
6521,16.5,36621,Polk County,2005,13,233,13233
1706,19.9,33333,Pulaski County,2005,13,235,13235
3238,16.5,38883,Putnam County,2005,13,237,13237
596,24.2,27632,Quitman County,2005,13,239,13239
1972,12.6,36253,Rabun County,2005,13,241,13241
2128,30.6,23986,Randolph County,2005,13,243,13243
41899,22.7,36291,Richmond County,2005,13,245,13245
8815,11.4,52755,Rockdale County,2005,13,247,13247
738,18.0,34586,Schley County,2005,13,249,13249
2999,20.1,30281,Screven County,2005,13,251,13251
1903,21.4,30893,Seminole County,2005,13,253,13253
10648,17.7,37608,Spalding County,2005,13,255,13255
4028,16.7,34243,Stephens County,2005,13,257,13257
1299,28.3,25180,Stewart County,2005,13,259,13259
8504,27.6,30996,Sumter County,2005,13,261,13261
1468,22.0,29382,Talbot County,2005,13,263,13263
522,29.0,24893,Taliaferro County,2005,13,265,13265
5058,26.2,30441,Tattnall County,2005,13,267,13267
2369,28.2,27118,Taylor County,2005,13,269,13269
2631,26.3,27554,Telfair County,2005,13,271,13271
3024,29.3,28152,Terrell County,2005,13,273,13273
8136,18.9,33563,Thomas County,2005,13,275,13275
8405,21.5,34013,Tift County,2005,13,277,13277
7316,27.4,25254,Toombs County,2005,13,279,13279
1187,12.1,35861,Towns County,2005,13,281,13281
1832,28.9,26393,Treutlen County,2005,13,283,13283
9980,16.7,37149,Troup County,2005,13,285,13285
2628,28.3,27137,Turner County,2005,13,287,13287
