"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID,Full County ID
6152,12.5,46491,Autauga County,2006,01,001,01001
18269,11.0,45493,Baldwin County,2006,01,003,01003
7247,28.7,28692,Barbour County,2006,01,005,01005
3791,18.8,36794,Bibb County,2006,01,007,01007
7118,12.8,41494,Blount County,2006,01,009,01009
3074,32.9,23095,Bullock County,2006,01,011,01011
4602,22.8,29158,Butler County,2006,01,013,01013
19388,17.6,36684,Calhoun County,2006,01,015,01015
6314,18.3,32014,Chambers County,2006,01,017,01017
4431,18.1,37097,Cherokee County,2006,01,019,01019
7871,19.0,36717,Chilton County,2006,01,021,01021
3410,23.5,28730,Choctaw County,2006,01,023,01023
6862,25.6,29659,Clarke County,2006,01,025,01025
2110,15.6,32512,Clay County,2006,01,027,01027
2313,15.9,35119,Cleburne County,2006,01,029,01029
6424,14.2,41417,Coffee County,2006,01,031,01031
7775,14.4,36690,Colbert County,2006,01,033,01033
3498,26.3,25992,Conecuh County,2006,01,035,01035
1826,16.7,32424,Coosa County,2006,01,037,01037
6205,16.9,30293,Covington County,2006,01,039,01039
2707,20.0,30576,Crenshaw County,2006,01,041,01041
12402,15.7,35774,Cullman County,2006,01,043,01043
7891,16.9,36969,Dale County,2006,01,045,01045
12234,28.2,26135,Dallas County,2006,01,047,01047
11478,17.1,31613,DeKalb County,2006,01,049,01049
9043,13.0,50006,Elmore County,2006,01,051,01051
7979,22.4,32844,Escambia County,2006,01,053,01053
16973,16.7,32448,Etowah County,2006,01,055,01055
2942,16.7,34465,Fayette County,2006,01,057,01057
5156,17.0,30911,Franklin County,2006,01,059,01059
4978,19.5,30230,Geneva County,2006,01,061,01061
3075,33.2,23404,Greene County,2006,01,063,01063
4238,24.9,29268,Hale County,2006,01,065,01065
2941,17.8,35398,Henry County,2006,01,067,01067
15347,16.3,37415,Houston County,2006,01,069,01069
8210,15.5,37545,Jackson County,2006,01,071,01071
91811,14.3,41731,Jefferson County,2006,01,073,01073
2639,18.4,31891,Lamar County,2006,01,075,01075
14682,17.1,37801,Lauderdale County,2006,01,077,01077
4967,14.6,37501,Lawrence County,2006,01,079,01079
22579,18.7,37568,Lee County,2006,01,081,01081
9755,14.0,44253,Limestone County,2006,01,083,01083
3560,28.0,26390,Lowndes County,2006,01,085,01085
6072,30.2,24467,Macon County,2006,01,087,01087
33384,11.2,51434,Madison County,2006,01,089,01089
5656,26.2,30515,Marengo County,2006,01,091,01091
4990,17.1,32792,Marion County,2006,01,093,01093
15021,17.5,37142,Marshall County,2006,01,095,01095
75490,19.1,38188,Mobile County,2006,01,097,01097
5077,22.0,32163,Monroe County,2006,01,099,01099
39350,18.6,40922,Montgomery County,2006,01,101,01101
18120,16.0,40681,Morgan County,2006,01,103,01103
3414,32.3,22637,Perry County,2006,01,105,01105
4572,23.0,29737,Pickens County,2006,01,107,01107
8044,28.1,29269,Pike County,2006,01,109,01109
3841,17.5,32984,Randolph County,2006,01,111,01111
11778,23.9,30627,Russell County,2006,01,113,01113
7631,10.4,45549,St. Clair County,2006,01,115,01115
12648,7.2,66476,Shelby County,2006,01,117,01117
4102,30.8,23130,Sumter County,2006,01,119,01119
14151,18.4,35524,Talladega County,2006,01,121,01121
7503,18.9,32939,Tallapoosa County,2006,01,123,01123
32113,19.7,37952,Tuscaloosa County,2006,01,125,01125
11742,17.0,35123,Walker County,2006,01,127,01127
3528,20.1,33896,Washington County,2006,01,129,01129
4516,35.5,19949,Wilcox County,2006,01,131,01131
4548,18.7,31869,Winston County,2006,01,133,01133
402,15.2,46164,Aleutians East Borough,2006,02,013,02013
495,9.6,64142,Aleutians West Census Area,2006,02,016,02016
25302,9.4,63392,Anchorage Borough,2006,02,020,02020
3555,21.2,41156,Bethel Census Area,2006,02,050,02050
88,8.5,61445,Bristol Bay Borough,2006,02,060,02060
114,6.3,60832,Denali Borough,2006,02,068,02068
1040,21.1,47179,Dillingham Census Area,2006,02,070,02070
7553,9.1,57914,Fairbanks North Star Borough,2006,02,090,02090
299,13.3,43893,Haines Borough,2006,02,100,02100
2111,7.0,67791,Juneau Borough,2006,02,110,02110
5623,11.0,54281,Kenai Peninsula Borough,2006,02,122,02122
1257,9.6,58720,Ketchikan Gateway Borough,2006,02,130,02130
1129,8.7,59814,Kodiak Island Borough,2006,02,150,02150
324,21.1,37632,Lake and Peninsula Borough,2006,02,164,02164
8696,11.0,59733,Matanuska-Susitna Borough,2006,02,170,02170
2096,23.1,44737,Nome Census Area,2006,02,180,02180
892,13.7,65081,North Slope Borough,2006,02,185,02185
1653,22.2,48642,Northwest Arctic Borough,2006,02,188,02188
871,15.4,42667,Prince of Wales-Outer Ketchikan Census Area,2006,02,201,02201
712,8.2,54050,Sitka Borough,2006,02,220,02220
422,13.7,45027,Skagway-Hoonah-Angoon Census Area,2006,02,232,02232
955,14.3,50477,Southeast Fairbanks Census Area,2006,02,240,02240
989,10.1,56508,Valdez-Cordova Census Area,2006,02,261,02261
2452,32.5,29608,Wade Hampton Census Area,2006,02,270,02270
598,9.9,54054,Wrangell-Petersburg Census Area,2006,02,280,02280
96,14.2,47723,Yakutat Borough,2006,02,282,02282
1398,24.1,31093,Yukon-Koyukuk Census Area,2006,02,290,02290
24112,34.5,27600,Apache County,2006,04,001,04001
21980,18.0,38825,Cochise County,2006,04,003,04003
20465,16.8,43683,Coconino County,2006,04,005,04005
10235,20.0,35716,Gila County,2006,04,007,04007
7090,23.4,34618,Graham County,2006,04,009,04009
834,10.9,46728,Greenlee County,2006,04,011,04011
4184,21.0,29534,La Paz County,2006,04,012,04012
464168,12.5,52522,Maricopa County,2006,04,013,04013
30621,16.0,36320,Mohave County,2006,04,015,04015
26555,24.4,35824,Navajo County,2006,04,017,04017
142077,15.3,43002,Pima County,2006,04,019,04019
38889,15.2,43627,Pinal County,2006,04,021,04021
9363,21.8,34620,Santa Cruz County,2006,04,023,04023
25218,12.4,40923,Yavapai County,2006,04,025,04025
34563,19.0,37154,Yuma County,2006,04,027,04027
3906,20.1,33926,Arkansas County,2006,05,001,05001
4387,19.5,33595,Ashley County,2006,05,003,05003
5886,14.5,33474,Baxter County,2006,05,005,05005
20350,10.5,46447,Benton County,2006,05,007,05007
5320,14.9,35968,Boone County,2006,05,009,05009
3050,26.1,28478,Bradley County,2006,05,011,05011
980,18.1,33385,Calhoun County,2006,05,013,05013
