"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID,Full County ID
7204,13.1,54366,Autauga County,2014,01,001,01001
25696,13.0,49626,Baldwin County,2014,01,003,01003
5943,25.4,34971,Barbour County,2014,01,005,01005
3666,18.1,39546,Bibb County,2014,01,007,01007
10000,17.5,45567,Blount County,2014,01,009,01009
3179,35.1,26580,Bullock County,2014,01,011,01011
4988,25.0,32512,Butler County,2014,01,013,01013
23114,20.5,41123,Calhoun County,2014,01,015,01015
7170,21.3,34116,Chambers County,2014,01,017,01017
4768,18.6,38013,Cherokee County,2014,01,019,01019
7874,18.1,41450,Chilton County,2014,01,021,01021
3293,25.0,35049,Choctaw County,2014,01,023,01023
6137,24.9,36620,Clarke County,2014,01,025,01025
2592,19.5,35940,Clay County,2014,01,027,01027
2527,17.0,40418,Cleburne County,2014,01,029,01029
8407,16.8,46931,Coffee County,2014,01,031,01031
9022,16.7,43057,Colbert County,2014,01,033,01033
3846,30.6,29101,Conecuh County,2014,01,035,01035
1976,18.8,34679,Coosa County,2014,01,037,01037
7778,20.8,36149,Covington County,2014,01,039,01039
2929,21.2,34445,Crenshaw County,2014,01,041,01041
13809,17.2,39922,Cullman County,2014,01,043,01043
10865,22.4,41940,Dale County,2014,01,045,01045
14470,35.2,26602,Dallas County,2014,01,047,01047
16856,24.0,36241,DeKalb County,2014,01,049,01049
10867,14.4,54298,Elmore County,2014,01,051,01051
8639,25.1,37077,Escambia County,2014,01,053,01053
19291,19.0,39904,Etowah County,2014,01,055,01055
3425,20.6,35664,Fayette County,2014,01,057,01057
7222,23.1,33881,Franklin County,2014,01,059,01059
6303,23.9,34425,Geneva County,2014,01,061,01061
2819,33.2,26504,Greene County,2014,01,063,01063
4182,28.1,33315,Hale County,2014,01,065,01065
2925,17.3,39930,Henry County,2014,01,067,01067
20643,20.1,40124,Houston County,2014,01,069,01069
11440,22.0,36923,Jackson County,2014,01,071,01071
125778,19.5,44852,Jefferson County,2014,01,073,01073
2856,20.6,34553,Lamar County,2014,01,075,01075
17041,18.7,41324,Lauderdale County,2014,01,077,01077
5499,16.6,41574,Lawrence County,2014,01,079,01079
37752,25.2,41256,Lee County,2014,01,081,01081
11912,13.6,51175,Limestone County,2014,01,083,01083
3285,31.4,30675,Lowndes County,2014,01,085,01085
5649,32.1,28518,Macon County,2014,01,087,01087
48750,14.2,58833,Madison County,2014,01,089,01089
5071,25.6,32977,Marengo County,2014,01,091,01091
5925,20.2,37707,Marion County,2014,01,093,01093
20528,22.0,36536,Marshall County,2014,01,095,01095
80016,19.6,42943,Mobile County,2014,01,097,01097
5484,25.3,34733,Monroe County,2014,01,099,01099
48844,22.5,43054,Montgomery County,2014,01,101,01101
17665,15.0,45082,Morgan County,2014,01,103,01103
4246,46.9,27403,Perry County,2014,01,105,01105
4667,25.0,31933,Pickens County,2014,01,107,01107
8237,26.4,31844,Pike County,2014,01,109,01109
4512,20.4,36939,Randolph County,2014,01,111,01111
12309,20.9,35585,Russell County,2014,01,113,01113
12071,14.3,50571,St. Clair County,2014,01,115,01115
19610,9.6,69432,Shelby County,2014,01,117,01117
4692,38.1,25413,Sumter County,2014,01,119,01119
