"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID,Full County ID
4681,10.5,42463,Autauga County,2000,01,001,01001
13855,9.7,41283,Baldwin County,2000,01,003,01003
5847,22.2,26612,Barbour County,2000,01,005,01005
3561,17.8,31776,Bibb County,2000,01,007,01007
6193,12.0,36863,Blount County,2000,01,009,01009
2850,28.6,21400,Bullock County,2000,01,011,01011
4343,20.7,25763,Butler County,2000,01,013,01013
16561,15.1,32604,Calhoun County,2000,01,015,01015
5558,15.4,30505,Chambers County,2000,01,017,01017
3710,15.6,31436,Cherokee County,2000,01,019,01019
6082,15.3,33650,Chilton County,2000,01,021,01021
2931,18.8,26388,Choctaw County,2000,01,023,01023
5247,19.1,28734,Clarke County,2000,01,025,01025
2003,14.3,28940,Clay County,2000,01,027,01027
2050,14.4,31551,Cleburne County,2000,01,029,01029
6177,14.4,34561,Coffee County,2000,01,031,01031
7128,13.1,33227,Colbert County,2000,01,033,01033
3157,22.8,23683,Conecuh County,2000,01,035,01035
1701,14.5,29926,Coosa County,2000,01,037,01037
6463,17.6,27531,Covington County,2000,01,039,01039
2590,19.1,27345,Crenshaw County,2000,01,041,01041
9880,12.8,33441,Cullman County,2000,01,043,01043
7261,15.3,32824,Dale County,2000,01,045,01045
11175,24.4,24944,Dallas County,2000,01,047,01047
9641,14.8,31087,DeKalb County,2000,01,049,01049
7493,12.1,41233,Elmore County,2000,01,051,01051
6798,18.6,28942,Escambia County,2000,01,053,01053
15796,15.5,31490,Etowah County,2000,01,055,01055
2815,15.5,30362,Fayette County,2000,01,057,01057
5205,16.9,28341,Franklin County,2000,01,059,01059
4651,18.4,27382,Geneva County,2000,01,061,01061
2667,26.8,21163,Greene County,2000,01,063,01063
3667,21.7,26400,Hale County,2000,01,065,01065
2636,16.3,31049,Henry County,2000,01,067,01067
13246,15.0,35287,Houston County,2000,01,069,01069
7158,13.3,33289,Jackson County,2000,01,071,01071
83078,12.8,37094,Jefferson County,2000,01,073,01073
2487,16.1,29396,Lamar County,2000,01,075,01075
10913,12.7,34032,Lauderdale County,2000,01,077,01077
4845,14.0,33794,Lawrence County,2000,01,079,01079
15943,14.2,32678,Lee County,2000,01,081,01081
7893,12.2,38984,Limestone County,2000,01,083,01083
3268,24.3,24089,Lowndes County,2000,01,085,01085
5992,27.6,22274,Macon County,2000,01,087,01087
27718,10.1,45736,Madison County,2000,01,089,01089
4568,20.5,28060,Marengo County,2000,01,091,01091
5039,16.9,28247,Marion County,2000,01,093,01093
11726,14.3,32470,Marshall County,2000,01,095,01095
67590,17.1,34685,Mobile County,2000,01,097,01097
4501,18.8,29802,Monroe County,2000,01,099,01099
34081,16.0,36918,Montgomery County,2000,01,101,01101
12269,11.1,39515,Morgan County,2000,01,103,01103
3490,31.0,20969,Perry County,2000,01,105,01105
4146,20.1,27065,Pickens County,2000,01,107,01107
6206,21.8,26317,Pike County,2000,01,109,01109
3656,16.7,29048,Randolph County,2000,01,111,01111
8366,17.1,28641,Russell County,2000,01,113,01113
8240,12.8,37513,St. Clair County,2000,01,115,01115
9417,6.4,59451,Shelby County,2000,01,117,01117
4096,28.6,20582,Sumter County,2000,01,119,01119
12981,16.9,31457,Talladega County,2000,01,121,01121
6346,15.7,30941,Tallapoosa County,2000,01,123,01123
