"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID,Full County ID
6966,12.7,56580,Autauga County,2015,01,001,01001
25941,12.9,52387,Baldwin County,2015,01,003,01003
7380,32.0,31433,Barbour County,2015,01,005,01005
4516,22.2,40767,Bibb County,2015,01,007,01007
8399,14.7,50487,Blount County,2015,01,009,01009
3544,39.6,28251,Bullock County,2015,01,011,01011
5100,25.8,33868,Butler County,2015,01,013,01013
22579,20.0,42091,Calhoun County,2015,01,015,01015
7532,22.4,35560,Chambers County,2015,01,017,01017
4961,19.4,39144,Cherokee County,2015,01,019,01019
8787,20.2,42767,Chilton County,2015,01,021,01021
3177,24.4,35089,Choctaw County,2015,01,023,01023
5403,22.2,37317,Clarke County,2015,01,025,01025
2436,18.4,38908,Clay County,2015,01,027,01027
2797,18.9,42136,Cleburne County,2015,01,029,01029
8196,16.2,46858,Coffee County,2015,01,031,01031
9732,18.1,41171,Colbert County,2015,01,033,01033
3560,28.3,29981,Conecuh County,2015,01,035,01035
2118,20.3,36078,Coosa County,2015,01,037,01037
8319,22.3,36355,Covington County,2015,01,039,01039
2742,19.9,36759,Crenshaw County,2015,01,041,01041
15694,19.4,39290,Cullman County,2015,01,043,01043
8980,18.5,45294,Dale County,2015,01,045,01045
14021,34.6,29682,Dallas County,2015,01,047,01047
14481,20.6,37305,DeKalb County,2015,01,049,01049
10609,14.0,53548,Elmore County,2015,01,051,01051
8394,24.4,36840,Escambia County,2015,01,053,01053
19146,19.0,42145,Etowah County,2015,01,055,01055
3364,20.4,37085,Fayette County,2015,01,057,01057
6609,21.1,38535,Franklin County,2015,01,059,01059
5932,22.4,36289,Geneva County,2015,01,061,01061
3175,37.7,25398,Greene County,2015,01,063,01063
4224,28.5,35470,Hale County,2015,01,065,01065
2894,17.0,42501,Henry County,2015,01,067,01067
18829,18.3,43568,Houston County,2015,01,069,01069
9516,18.4,40201,Jackson County,2015,01,071,01071
115897,18.0,48415,Jefferson County,2015,01,073,01073
3378,24.7,36520,Lamar County,2015,01,075,01075
15642,17.3,43008,Lauderdale County,2015,01,077,01077
6130,18.7,41771,Lawrence County,2015,01,079,01079
31900,21.0,46442,Lee County,2015,01,081,01081
12644,14.3,55060,Limestone County,2015,01,083,01083
3640,35.2,31117,Lowndes County,2015,01,085,01085
5588,32.2,29522,Macon County,2015,01,087,01087
45877,13.3,59117,Madison County,2015,01,089,01089
4596,23.3,35389,Marengo County,2015,01,091,01091
5789,19.8,34977,Marion County,2015,01,093,01093
18767,20.1,40599,Marshall County,2015,01,095,01095
75204,18.4,42530,Mobile County,2015,01,097,01097
6116,28.6,35163,Monroe County,2015,01,099,01099
49457,22.8,42666,Montgomery County,2015,01,101,01101
19250,16.4,47234,Morgan County,2015,01,103,01103
3536,40.0,26218,Perry County,2015,01,105,01105
4531,24.3,33160,Pickens County,2015,01,107,01107
8066,25.9,34442,Pike County,2015,01,109,01109
4154,18.7,37333,Randolph County,2015,01,111,01111
13575,23.0,36124,Russell County,2015,01,113,01113
10494,12.4,53558,St. Clair County,2015,01,115,01115
17558,8.5,70879,Shelby County,2015,01,117,01117
4073,33.2,25931,Sumter County,2015,01,119,01119
17439,22.4,37911,Talladega County,2015,01,121,01121
8717,21.7,39051,Tallapoosa County,2015,01,123,01123
38704,20.0,47868,Tuscaloosa County,2015,01,125,01125
13271,20.6,37305,Walker County,2015,01,127,01127
3728,22.4,42658,Washington County,2015,01,129,01129
3629,33.2,23014,Wilcox County,2015,01,131,01131
4451,18.9,36497,Winston County,2015,01,133,01133
582,17.4,57015,Aleutians East Borough,2015,02,013,02013
469,8.5,80695,Aleutians West Census Area,2015,02,016,02016
25305,8.7,77791,Anchorage Borough,2015,02,020,02020
4271,24.2,44849,Bethel Census Area,2015,02,050,02050
79,9.0,66373,Bristol Bay Borough,2015,02,060,02060
124,6.6,73000,Denali Borough,2015,02,068,02068
993,20.0,50753,Dillingham Census Area,2015,02,070,02070
7671,8.1,70881,Fairbanks North Star Borough,2015,02,090,02090
275,10.9,57876,Haines Borough,2015,02,100,02100
346,16.2,53726,Hoonah-Angoon Census Area,2015,02,105,02105
2542,8.0,82892,Juneau Borough,2015,02,110,02110
6488,11.4,62025,Kenai Peninsula Borough,2015,02,122,02122
1384,10.3,65314,Ketchikan Gateway Borough,2015,02,130,02130
1021,7.5,67515,Kodiak Island Borough,2015,02,150,02150
2576,31.8,33511,Kusilvak Census Area,2015,02,158,02158
301,19.3,42120,Lake and Peninsula Borough,2015,02,164,02164
9676,9.8,76601,Matanuska-Susitna Borough,2015,02,170,02170
2070,21.4,52952,Nome Census Area,2015,02,180,02180
1212,12.6,70834,North Slope Borough,2015,02,185,02185
2022,26.3,53774,Northwest Arctic Borough,2015,02,188,02188
251,7.9,63098,Petersburg Borough,2015,02,195,02195
983,15.6,45305,Prince of Wales-Hyder Census Area,2015,02,198,02198
800,9.2,68472,Sitka Borough,2015,02,220,02220
39,3.7,65878,Skagway Municipality,2015,02,230,02230
914,13.5,60203,Southeast Fairbanks Census Area,2015,02,240,02240
878,9.5,70101,Valdez-Cordova Census Area,2015,02,261,02261
284,12.0,54500,Wrangell City and Borough,2015,02,275,02275
94,15.4,53795,Yakutat Borough,2015,02,282,02282
1291,23.4,37755,Yukon-Koyukuk Census Area,2015,02,290,02290
26788,38.0,31072,Apache County,2015,04,001,04001
20439,16.9,43451,Cochise County,2015,04,003,04003
25133,19.5,51955,Coconino County,2015,04,005,04005
11089,21.3,41346,Gila County,2015,04,007,04007
7869,22.9,44169,Graham County,2015,04,009,04009
952,10.1,58854,Greenlee County,2015,04,011,04011
4398,22.2,34835,La Paz County,2015,04,012,04012
667637,16.3,56017,Maricopa County,2015,04,013,04013
34720,17.4,40360,Mohave County,2015,04,015,04015
29810,28.1,37658,Navajo County,2015,04,017,04017
184628,18.7,47107,Pima County,2015,04,019,04019
60151,15.8,50888,Pinal County,2015,04,021,04021
11295,24.4,34893,Santa Cruz County,2015,04,023,04023
32978,15.1,47220,Yavapai County,2015,04,025,04025
41159,21.1,40426,Yuma County,2015,04,027,04027
3748,20.7,41179,Arkansas County,2015,05,001,05001
4040,19.6,39871,Ashley County,2015,05,003,05003
6627,16.4,36902,Baxter County,2015,05,005,05005
26574,10.8,60294,Benton County,2015,05,007,05007
6069,16.5,40909,Boone County,2015,05,009,05009
3057,28.0,37331,Bradley County,2015,05,011,05011
843,16.7,40526,Calhoun County,2015,05,013,05013
4545,16.6,37587,Carroll County,2015,05,015,05015
3229,31.4,29968,Chicot County,2015,05,017,05017
4466,22.5,37856,Clark County,2015,05,019,05019
3099,20.8,35324,Clay County,2015,05,021,05021
3916,15.6,43913,Cleburne County,2015,05,023,05023
1494,18.1,44123,Cleveland County,2015,05,025,05025
5316,23.8,38057,Columbia County,2015,05,027,05027
3678,17.8,43702,Conway County,2015,05,029,05029
17306,17.3,42460,Craighead County,2015,05,031,05031
8765,14.4,46545,Crawford County,2015,05,033,05033
12473,25.9,37371,Crittenden County,2015,05,035,05035
3644,21.5,39132,Cross County,2015,05,037,05037
1531,21.3,33352,Dallas County,2015,05,039,05039
3668,30.9,30987,Desha County,2015,05,041,05041
3751,21.2,39339,Drew County,2015,05,043,05043
17269,14.8,51157,Faulkner County,2015,05,045,05045
3160,18.2,41933,Franklin County,2015,05,047,05047
2330,19.4,34717,Fulton County,2015,05,049,05049
18354,19.3,37723,Garland County,2015,05,051,05051
2353,13.2,47652,Grant County,2015,05,053,05053
7431,17.1,43996,Greene County,2015,05,055,05055
5237,24.1,34560,Hempstead County,2015,05,057,05057
6447,20.8,39851,Hot Spring County,2015,05,059,05059
2441,18.7,33199,Howard County,2015,05,061,05061
6465,18.0,38241,Independence County,2015,05,063,05063
2461,19.8,35355,Izard County,2015,05,065,05065
4150,27.5,32571,Jackson County,2015,05,067,05067
17579,26.5,36990,Jefferson County,2015,05,069,05069
5542,21.8,35877,Johnson County,2015,05,071,05071
1553,22.7,33864,Lafayette County,2015,05,073,05073
3803,23.7,34808,Lawrence County,2015,05,075,05075
2820,35.9,28481,Lee County,2015,05,077,05077
2508,25.1,40216,Lincoln County,2015,05,079,05079
2444,19.9,39265,Little River County,2015,05,081,05081
4337,20.5,37924,Logan County,2015,05,083,05083
8398,11.9,56240,Lonoke County,2015,05,085,05085
2938,18.8,41007,Madison County,2015,05,087,05087
3007,18.8,34946,Marion County,2015,05,089,05089
9446,22.3,39005,Miller County,2015,05,091,05091
11235,26.3,34888,Mississippi County,2015,05,093,05093
2251,30.9,30801,Monroe County,2015,05,095,05095
1919,21.8,37813,Montgomery County,2015,05,097,05097
2012,24.0,35914,Nevada County,2015,05,099,05099
1894,24.2,33679,Newton County,2015,05,101,05101
5450,22.8,37987,Ouachita County,2015,05,103,05103
1695,16.8,43020,Perry County,2015,05,105,05105
7170,37.3,28224,Phillips County,2015,05,107,05107
1955,18.5,36266,Pike County,2015,05,109,05109
5654,23.9,32756,Poinsett County,2015,05,111,05111
4869,24.4,34723,Polk County,2015,05,113,05113
12314,20.8,41074,Pope County,2015,05,115,05115
1597,19.6,39518,Prairie County,2015,05,117,05117
74375,19.4,46473,Pulaski County,2015,05,119,05119
3002,17.6,34730,Randolph County,2015,05,121,05121
6889,30.7,31625,St. Francis County,2015,05,123,05123
12428,10.7,56926,Saline County,2015,05,125,05125
2157,20.8,36028,Scott County,2015,05,127,05127
1724,22.2,30427,Searcy County,2015,05,129,05129
27652,22.1,41452,Sebastian County,2015,05,131,05131
3546,20.8,41848,Sevier County,2015,05,133,05133
4094,24.6,32095,Sharp County,2015,05,135,05135
2643,21.5,32023,Stone County,2015,05,137,05137
7800,19.7,42195,Union County,2015,05,139,05139
3135,19.0,38306,Van Buren County,2015,05,141,05141
36600,16.9,46418,Washington County,2015,05,143,05143
14853,19.7,42508,White County,2015,05,145,05145
1704,25.8,31013,Woodruff County,2015,05,147,05147
3798,17.8,37415,Yell County,2015,05,149,05149
184716,11.5,81462,Alameda County,2015,06,001,06001
210,19.0,50882,Alpine County,2015,06,003,06003
4404,13.1,55879,Amador County,2015,06,005,06005
47269,21.4,45369,Butte County,2015,06,007,06007
5781,13.0,52471,Calaveras County,2015,06,009,06009
2800,13.2,51118,Colusa County,2015,06,011,06011
114123,10.2,83036,Contra Costa County,2015,06,013,06013
5639,23.3,38963,Del Norte County,2015,06,015,06015
16634,9.1,75575,El Dorado County,2015,06,017,06017
241669,25.2,46608,Fresno County,2015,06,019,06019
5105,18.5,43584,Glenn County,2015,06,021,06021
27616,20.9,40739,Humboldt County,2015,06,023,06023
41685,24.3,39925,Imperial County,2015,06,025,06025
2222,12.4,51697,Inyo County,2015,06,027,06027
185990,21.9,51150,Kern County,2015,06,029,06029
30117,22.4,46440,Kings County,2015,06,031,06031
13006,20.5,37993,Lake County,2015,06,033,06033
3957,17.1,54670,Lassen County,2015,06,035,06035
1675802,16.7,59045,Los Angeles County,2015,06,037,06037
33258,22.6,46593,Madera County,2015,06,039,06039
19100,7.5,99868,Marin County,2015,06,041,06041
2627,15.2,44595,Mariposa County,2015,06,043,06043
17508,20.3,43237,Mendocino County,2015,06,045,06045
68026,25.9,42879,Merced County,2015,06,047,06047
1769,20.3,38402,Modoc County,2015,06,049,06049
1531,11.2,53992,Mono County,2015,06,051,06051
63732,15.3,60047,Monterey County,2015,06,053,06053
13960,10.1,72683,Napa County,2015,06,055,06055
12137,12.4,57627,Nevada County,2015,06,057,06057
398428,12.7,78002,Orange County,2015,06,059,06059
32093,8.6,76203,Placer County,2015,06,061,06061
2503,13.8,46813,Plumas County,2015,06,063,06063
377244,16.2,57895,Riverside County,2015,06,065,06065
250325,16.9,58735,Sacramento County,2015,06,067,06067
5454,9.3,76521,San Benito County,2015,06,069,06069
394031,18.9,53526,San Bernardino County,2015,06,071,06071
445948,13.9,67053,San Diego County,2015,06,073,06073
105244,12.4,90527,San Francisco County,2015,06,075,06075
124606,17.5,53341,San Joaquin County,2015,06,077,06077
38448,14.4,61761,San Luis Obispo County,2015,06,079,06079
63663,8.4,101133,San Mateo County,2015,06,081,06081
66475,15.6,63049,Santa Barbara County,2015,06,083,06083
156430,8.3,102191,Santa Clara County,2015,06,085,06085
40480,15.4,64841,Santa Cruz County,2015,06,087,06087
33556,19.0,45943,Shasta County,2015,06,089,06089
405,13.8,47535,Sierra County,2015,06,091,06091
9725,22.6,37447,Siskiyou County,2015,06,093,06093
50972,12.0,67202,Solano County,2015,06,095,06095
54563,11.0,66463,Sonoma County,2015,06,097,06097
103646,19.5,51949,Stanislaus County,2015,06,099,06099
16721,17.5,50810,Sutter County,2015,06,101,06101
14073,22.5,40292,Tehama County,2015,06,103,06103
2523,19.7,37669,Trinity County,2015,06,105,06105
123922,27.2,42637,Tulare County,2015,06,107,06107
7305,14.5,53136,Tuolumne County,2015,06,109,06109
83389,9.9,79285,Ventura County,2015,06,111,06111
35877,17.5,58766,Yolo County,2015,06,113,06113
15813,21.6,46500,Yuba County,2015,06,115,06115
61980,12.8,62991,Adams County,2015,08,001,08001
3658,24.0,40067,Alamosa County,2015,08,003,08003
57651,9.2,67062,Arapahoe County,2015,08,005,08005
1607,13.1,50361,Archuleta County,2015,08,007,08007
733,20.8,35405,Baca County,2015,08,009,08009
1473,36.7,36630,Bent County,2015,08,011,08011
38046,12.3,72392,Boulder County,2015,08,013,08013
3167,4.9,86548,Broomfield County,2015,08,014,08014
2006,11.7,50947,Chaffee County,2015,08,015,08015
208,11.7,50620,Cheyenne County,2015,08,017,08017
880,9.6,67262,Clear Creek County,2015,08,019,08019
1638,20.2,37102,Conejos County,2015,08,021,08021
1011,28.2,27944,Costilla County,2015,08,023,08023
1331,44.3,35405,Crowley County,2015,08,025,08025
648,15.1,43995,Custer County,2015,08,027,08027
4633,15.8,42586,Delta County,2015,08,029,08029
105275,15.7,57886,Denver County,2015,08,031,08031
294,14.9,44829,Dolores County,2015,08,033,08033
10917,3.4,109926,Douglas County,2015,08,035,08035
4030,7.6,75191,Eagle County,2015,08,037,08037
1456,5.9,90270,Elbert County,2015,08,039,08039
72201,11.0,60050,El Paso County,2015,08,041,08041
6613,17.2,41967,Fremont County,2015,08,043,08043
5909,10.3,64487,Garfield County,2015,08,045,08045
460,8.0,67389,Gilpin County,2015,08,047,08047
1209,8.3,59885,Grand County,2015,08,049,08049
1892,12.5,47619,Gunnison County,2015,08,051,08051
83,10.9,58613,Hinsdale County,2015,08,053,08053
1467,23.2,33098,Huerfano County,2015,08,055,08055
189,13.9,46905,Jackson County,2015,08,057,08057
44068,7.9,71209,Jefferson County,2015,08,059,08059
195,13.9,42108,Kiowa County,2015,08,061,08061
881,12.2,44090,Kit Carson County,2015,08,063,08063
1155,15.7,45913,Lake County,2015,08,065,08065
4993,9.4,60732,La Plata County,2015,08,067,08067
39648,12.2,64935,Larimer County,2015,08,069,08069
2552,19.3,38858,Las Animas County,2015,08,071,08071
874,19.4,43188,Lincoln County,2015,08,073,08073
2908,15.5,46306,Logan County,2015,08,075,08075
20326,14.1,51449,Mesa County,2015,08,077,08077
68,9.4,50481,Mineral County,2015,08,079,08079
1496,11.7,59173,Moffat County,2015,08,081,08081
4994,19.3,42975,Montezuma County,2015,08,083,08083
7185,17.7,46860,Montrose County,2015,08,085,08085
3350,12.1,49087,Morgan County,2015,08,087,08087
3684,20.6,34970,Otero County,2015,08,089,08089
439,9.4,60402,Ouray County,2015,08,091,08091
1511,9.2,63319,Park County,2015,08,093,08093
478,11.1,48562,Phillips County,2015,08,095,08095
1243,7.0,76663,Pitkin County,2015,08,097,08097
2275,19.6,41348,Prowers County,2015,08,099,08099
31501,19.8,40540,Pueblo County,2015,08,101,08101
607,9.7,61426,Rio Blanco County,2015,08,103,08103
1950,17.2,40259,Rio Grande County,2015,08,105,08105
2113,8.9,70989,Routt County,2015,08,107,08107
1838,29.6,34209,Saguache County,2015,08,109,08109
109,15.6,43489,San Juan County,2015,08,111,08111
865,11.0,62793,San Miguel County,2015,08,113,08113
323,13.6,40325,Sedgwick County,2015,08,115,08115
2610,8.7,69633,Summit County,2015,08,117,08117
2052,8.8,66191,Teller County,2015,08,119,08119
534,11.4,47592,Washington County,2015,08,121,08121
31531,11.3,69434,Weld County,2015,08,123,08123
1388,14.1,48934,Yuma County,2015,08,125,08125
